project,bug_id,file_name,line_no,rank_best_trace,tie_size_trace,rank_best_slice,tie_size_slice,nearest_line_diff_trace,nearest_line_diff_slice,diff_best_trace,diff_tie_trace,diff_best_slice,diff_tie_slice,diff_reason_trace,diff_reason_slice,unanswerable_reason
Jsoup,22b,Element.java,435,None,None,None,None,85,None,1,2177,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,22b,Element.java,447,None,None,None,None,73,None,1,2177,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,22b,Element.java,462,None,None,None,None,58,None,1,2177,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,22b,Elements.java,22,None,None,None,None,-3,None,1,2177,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,22b,Node.java,444,None,None,None,None,9,None,1,2177,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,22b,Node.java,445,None,None,None,None,8,None,1,2177,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,22b,Node.java,470,None,None,None,None,-8,None,1,2177,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,23b,CharacterReader.java,118,None,None,None,None,-3,None,1,2175,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,23b,CharacterReader.java,119,None,None,None,None,2,None,1,2175,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,23b,Tokeniser.java,135,1,2175,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,24b,TokeniserState.java,558,None,None,None,None,-4,None,1,2185,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,25b,Tag.java,218,1,2198,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,27b,DataUtil.java,132,1,6,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,27b,DataUtil.java,133,1,6,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,28b,Entities.java,3,None,None,None,None,13,None,1,2216,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,28b,Entities.java,61,None,None,None,None,7,None,1,2216,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,28b,Entities.java,103,None,None,None,None,-14,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,105,None,None,None,None,-16,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,106,None,None,None,None,-17,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,107,None,None,None,None,-18,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,108,None,None,None,None,-19,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,109,None,None,None,None,-20,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,110,None,None,None,None,-21,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,111,None,None,None,None,-22,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,112,None,None,None,None,21,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,113,None,None,None,None,20,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,114,None,None,None,None,19,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,115,None,None,None,None,18,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,116,None,None,None,None,17,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,117,None,None,None,None,16,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,118,None,None,None,None,15,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,120,None,None,None,None,13,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,121,None,None,None,None,12,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,122,None,None,None,None,11,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,123,None,None,None,None,10,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,124,None,None,None,None,9,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,125,None,None,None,None,8,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,126,None,None,None,None,7,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,127,None,None,None,None,6,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,128,None,None,None,None,5,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Entities.java,129,None,None,None,None,4,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Parser.java,133,None,None,None,None,20,None,1,2216,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,28b,Tokeniser.java,136,1,2216,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,28b,Tokeniser.java,139,1,2216,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,28b,Tokeniser.java,140,1,2216,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,28b,Tokeniser.java,141,1,2216,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,28b,Tokeniser.java,143,None,None,None,None,-1,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Tokeniser.java,144,1,2216,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,28b,Tokeniser.java,145,1,2216,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,28b,Tokeniser.java,146,None,None,None,None,-1,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Tokeniser.java,147,None,None,None,None,-2,None,1,2216,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,28b,Tokeniser.java,151,1,2216,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,28b,Tokeniser.java,238,None,None,None,None,-16,None,1,2216,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,29b,Document.java,3,None,None,None,None,14,None,1,2209,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,29b,Document.java,69,1,2209,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,31b,Token.java,171,None,None,None,None,-1,None,1,2208,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,31b,TokeniserState.java,1094,1,2208,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,31b,XmlTreeBuilder.java,67,1,2208,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,32b,Element.java,1138,1,2288,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,33b,HtmlTreeBuilder.java,162,1,2503,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,34b,CharacterReader.java,91,None,None,None,None,10,None,1,2508,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,35b,HtmlTreeBuilderState.java,649,1,2504,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,36b,DataUtil.java,10,None,None,None,None,9,9,6,1,1,7,succeed,succeed,dead_code_never_executed
Jsoup,36b,DataUtil.java,19,6,1,1,7,0,0,already_found,already_found,already_found,already_found,succeed,succeed,
Jsoup,36b,DataUtil.java,85,19,6,None,None,0,-66,already_found,already_found,1,7,succeed,succeed,
Jsoup,36b,DataUtil.java,91,19,6,None,None,0,66,already_found,already_found,1,7,succeed,succeed,
Jsoup,36b,DataUtil.java,159,1,5,1,7,0,0,already_found,already_found,already_found,already_found,succeed,succeed,
Jsoup,36b,DataUtil.java,161,1,5,1,7,0,0,already_found,already_found,already_found,already_found,succeed,succeed,
Jsoup,37b,Element.java,1101,1,2558,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,38b,HtmlTreeBuilderState.java,276,1,2556,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,38b,HtmlTreeBuilderState.java,455,None,None,None,None,-1,None,1,2556,None,None,succeed,pipeline_gap,
Jsoup,39b,DataUtil.java,114,1,2302,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,40b,DocumentType.java,22,2,2,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,41b,Element.java,1175,24,7,None,None,0,-920,already_found,already_found,1,6,succeed,succeed,
Jsoup,42b,FormElement.java,79,None,None,None,None,-33,None,1,2976,None,None,succeed,pipeline_gap,
Jsoup,42b,FormElement.java,99,None,None,None,None,-53,None,1,2976,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,43b,Element.java,574,1,3047,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,44b,TreeBuilder.java,61,280,9,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,44b,TreeBuilder.java,65,None,None,None,None,-4,None,280,9,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,44b,TreeBuilder.java,71,292,5,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,45b,HtmlTreeBuilder.java,393,None,None,None,None,1,None,1,3109,None,None,succeed,pipeline_gap,
Jsoup,46b,Entities.java,117,None,None,None,None,1,None,1,5,None,None,succeed,pipeline_gap,
Jsoup,47b,Entities.java,122,None,None,None,None,-3,None,1,3116,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,49b,Node.java,441,23,12,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,49b,Node.java,446,23,12,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,50b,DataUtil.java,93,None,None,None,None,1,1,182,21,1,119,succeed,succeed,dead_code_never_executed
Jsoup,50b,DataUtil.java,126,182,21,None,None,0,11,already_found,already_found,1,119,succeed,succeed,
Jsoup,50b,DataUtil.java,127,None,None,None,None,-1,10,182,21,1,119,succeed,succeed,live_line_never_executed
Jsoup,50b,DataUtil.java,128,None,None,None,None,-2,9,182,21,1,119,succeed,succeed,live_line_never_executed
Jsoup,50b,DataUtil.java,129,None,None,None,None,-3,8,182,21,1,119,succeed,succeed,live_line_never_executed
Jsoup,50b,DataUtil.java,130,None,None,None,None,3,7,182,21,1,119,succeed,succeed,live_line_never_executed
Jsoup,50b,DataUtil.java,131,None,None,None,None,2,6,182,21,1,119,succeed,succeed,live_line_never_executed
Jsoup,50b,DataUtil.java,132,None,None,None,None,1,5,182,21,1,119,succeed,succeed,live_line_never_executed
Jsoup,51b,CharacterReader.java,300,1,3139,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,52b,DataUtil.java,112,None,None,None,None,-1,None,967,2185,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,52b,DataUtil.java,113,967,2185,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,52b,DataUtil.java,115,None,None,None,None,-1,None,967,2185,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,52b,DataUtil.java,116,967,2185,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,52b,DataUtil.java,117,967,2185,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,52b,DataUtil.java,118,None,None,None,None,-1,None,967,2185,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,52b,XmlDeclaration.java,46,5,17,None,None,0,-21,already_found,already_found,1,4,succeed,succeed,
Jsoup,52b,XmlDeclaration.java,47,5,17,None,None,0,-22,already_found,already_found,1,4,succeed,succeed,
Jsoup,52b,XmlDeclaration.java,48,5,17,None,None,0,-23,already_found,already_found,1,4,succeed,succeed,
Jsoup,52b,XmlDeclaration.java,49,5,17,None,None,0,-24,already_found,already_found,1,4,succeed,succeed,
Jsoup,52b,XmlDeclaration.java,50,5,17,None,None,0,-25,already_found,already_found,1,4,succeed,succeed,
Jsoup,52b,XmlDeclaration.java,51,5,17,None,None,0,-26,already_found,already_found,1,4,succeed,succeed,
Jsoup,52b,XmlDeclaration.java,52,None,None,None,None,-1,-27,5,17,1,4,succeed,succeed,live_line_never_executed
Jsoup,52b,XmlDeclaration.java,53,5,17,None,None,0,-28,already_found,already_found,1,4,succeed,succeed,
Jsoup,52b,XmlDeclaration.java,54,5,17,None,None,0,-29,already_found,already_found,1,4,succeed,succeed,
Jsoup,52b,XmlDeclaration.java,55,5,17,None,None,0,-30,already_found,already_found,1,4,succeed,succeed,
Jsoup,52b,XmlDeclaration.java,56,None,None,None,None,-1,-31,5,17,1,4,succeed,succeed,live_line_never_executed
Jsoup,52b,XmlDeclaration.java,57,5,17,None,None,0,-32,already_found,already_found,1,4,succeed,succeed,
Jsoup,52b,XmlDeclaration.java,58,None,None,None,None,-1,-33,5,17,1,4,succeed,succeed,live_line_never_executed
Jsoup,52b,XmlDeclaration.java,59,None,None,None,None,-2,-34,5,17,1,4,succeed,succeed,live_line_never_executed
Jsoup,52b,XmlDeclaration.java,60,None,None,None,None,-3,-35,5,17,1,4,succeed,succeed,live_line_never_executed
Jsoup,52b,XmlDeclaration.java,61,None,None,None,None,-4,-36,5,17,1,4,succeed,succeed,live_line_never_executed
Jsoup,52b,XmlDeclaration.java,65,5,17,None,None,0,-40,already_found,already_found,1,4,succeed,succeed,
Jsoup,52b,XmlTreeBuilder.java,3,None,None,None,None,12,12,378,16,76,161,succeed,succeed,dead_code_never_executed
Jsoup,52b,XmlTreeBuilder.java,76,29,19,76,161,0,0,already_found,already_found,already_found,already_found,succeed,succeed,
Jsoup,52b,XmlTreeBuilder.java,77,29,19,76,161,0,0,already_found,already_found,already_found,already_found,succeed,succeed,
Jsoup,53b,TokenQueue.java,265,None,None,None,None,-1,None,1,2899,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,53b,TokenQueue.java,270,1,2899,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,54b,W3CDom.java,126,140,711,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,55b,TokeniserState.java,871,1,3212,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,56b,DocumentType.java,15,None,None,None,None,12,None,1,3226,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,56b,DocumentType.java,29,1,3226,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,56b,DocumentType.java,39,None,None,None,None,6,None,1,3226,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,56b,DocumentType.java,40,None,None,None,None,5,None,1,3226,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,56b,DocumentType.java,56,1,3226,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,56b,HtmlTreeBuilderState.java,22,1,3226,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,56b,Token.java,35,1,3226,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,56b,Token.java,46,1,3226,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,56b,Token.java,56,None,None,None,None,2,None,1,3226,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,56b,TokeniserState.java,1189,1,3226,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,56b,TokeniserState.java,1195,1,3226,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,56b,XmlTreeBuilder.java,100,1,3226,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,57b,Attributes.java,124,1,9,None,None,0,-15,already_found,already_found,8,10,succeed,succeed,
Jsoup,58b,Cleaner.java,17,None,None,None,None,17,None,1,3292,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,58b,Cleaner.java,78,1,3292,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,58b,Cleaner.java,81,None,None,None,None,-3,None,1,3292,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,58b,Jsoup.java,250,1,3292,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,58b,Parser.java,129,None,None,None,None,-14,None,1,3292,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,59b,Token.java,104,1,3290,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,60b,QueryParser.java,38,1,3114,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,60b,QueryParser.java,40,None,None,None,None,-1,None,1,3114,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,60b,TokenQueue.java,289,1,3114,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,61b,Element.java,1092,1,3320,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,62b,HtmlTreeBuilderState.java,764,1,3318,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,63b,HtmlTreeBuilder.java,227,94,2483,None,None,0,-165,already_found,already_found,1,135,succeed,succeed,
Jsoup,63b,HtmlTreeBuilder.java,229,None,None,None,None,1,-167,94,2483,1,135,succeed,succeed,live_line_never_executed
Jsoup,63b,HtmlTreeBuilder.java,231,94,2483,None,None,0,-169,already_found,already_found,1,135,succeed,succeed,
Jsoup,63b,HtmlTreeBuilder.java,232,None,None,None,None,-1,-170,94,2483,1,135,succeed,succeed,live_line_never_executed
Jsoup,63b,Tokeniser.java,33,94,2483,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,63b,Tokeniser.java,44,94,2483,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,63b,Tokeniser.java,45,94,2483,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,63b,Tokeniser.java,46,94,2483,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,63b,Tokeniser.java,47,None,None,None,None,-1,None,94,2483,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,63b,Tokeniser.java,76,94,2483,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,63b,Tokeniser.java,124,None,None,None,None,1,None,94,2483,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,63b,Tokeniser.java,125,94,2483,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,63b,Tokeniser.java,126,None,None,None,None,-1,None,94,2483,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,64b,HtmlTreeBuilderState.java,1489,None,None,None,None,-4,None,94,2474,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,64b,HtmlTreeBuilderState.java,1493,None,None,None,None,4,None,94,2474,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,65b,HtmlTreeBuilder.java,360,None,None,None,None,-29,-91,97,2560,1,304,succeed,succeed,live_line_never_executed
Jsoup,65b,HtmlTreeBuilder.java,364,None,None,None,None,-33,-95,97,2560,1,304,succeed,succeed,live_line_never_executed
Jsoup,65b,HtmlTreeBuilderState.java,1036,None,None,None,None,-6,429,97,2560,1,304,succeed,succeed,live_line_never_executed
Jsoup,65b,HtmlTreeBuilderState.java,1096,None,None,None,None,-6,369,97,2560,1,304,succeed,succeed,live_line_never_executed
Jsoup,66b,Element.java,89,993,150,257,11,0,0,already_found,already_found,already_found,already_found,succeed,succeed,
Jsoup,66b,Element.java,1402,131,144,1,23,0,0,already_found,already_found,already_found,already_found,succeed,succeed,
Jsoup,66b,Element.java,1408,None,None,None,None,1,1,993,150,257,11,succeed,succeed,live_line_never_executed
Jsoup,66b,Element.java,1409,993,150,257,11,0,0,already_found,already_found,already_found,already_found,succeed,succeed,
Jsoup,66b,Element.java,1411,None,None,None,None,-1,-1,993,150,257,11,succeed,succeed,dead_code_never_executed
Jsoup,66b,Element.java,1414,993,150,24,25,0,0,already_found,already_found,already_found,already_found,succeed,succeed,
Jsoup,67b,HtmlTreeBuilder.java,42,None,None,None,None,-9,16,57,13,10,304,succeed,succeed,dead_code_never_executed
Jsoup,67b,HtmlTreeBuilder.java,468,682,2443,None,None,0,62,already_found,already_found,10,304,succeed,succeed,
Jsoup,68b,HtmlTreeBuilder.java,468,1,3981,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,68b,HtmlTreeBuilder.java,469,1,3981,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,68b,HtmlTreeBuilder.java,470,None,None,None,None,-1,None,1,3981,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,68b,HtmlTreeBuilder.java,471,None,None,None,None,1,None,1,3981,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,69b,FormElement.java,49,None,None,None,None,-3,None,1,3983,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,70b,Element.java,1091,1,4029,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,70b,Element.java,1093,None,None,None,None,-1,None,1,4029,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,71b,Evaluator.java,9,None,None,None,None,14,None,1,4033,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,71b,Evaluator.java,754,None,None,None,None,-9,None,1,4033,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,71b,Evaluator.java,755,None,None,None,None,-10,None,1,4033,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,71b,Evaluator.java,756,None,None,None,None,-11,None,1,4033,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,71b,QueryParser.java,203,None,None,None,None,-1,None,1,4033,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,72b,CharacterReader.java,427,None,None,None,None,-1,-39,48,3994,1,27,succeed,succeed,dead_code_never_executed
Jsoup,73b,W3CDom.java,22,None,None,None,None,5,None,405,795,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,73b,W3CDom.java,73,405,795,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,73b,W3CDom.java,78,None,None,None,None,-1,None,405,795,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,73b,W3CDom.java,81,405,795,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,73b,W3CDom.java,85,405,795,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,73b,W3CDom.java,116,None,None,None,None,-2,None,405,795,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,73b,W3CDom.java,144,1,31,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,74b,StringUtil.java,131,None,None,None,None,-4,None,1,4007,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,74b,StringUtil.java,132,None,None,None,None,-5,None,1,4007,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,74b,StringUtil.java,165,None,None,None,None,1,None,1,4007,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,75b,Attributes.java,319,64,7,None,None,0,-275,already_found,already_found,1,329,succeed,succeed,
Jsoup,76b,HtmlTreeBuilderState.java,382,1,4128,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,77b,XmlTreeBuilder.java,117,1,4131,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,78b,DataUtil.java,3,None,None,None,None,29,None,174,3304,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,78b,DataUtil.java,147,174,3304,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,78b,DataUtil.java,151,174,3304,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,78b,DataUtil.java,153,174,3304,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,79b,LeafNode.java,5,None,None,None,None,2,None,1,4192,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,79b,LeafNode.java,8,None,None,None,None,-1,None,1,4192,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,79b,LeafNode.java,94,None,None,None,None,-5,None,1,4192,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,80b,XmlTreeBuilder.java,89,4,4,None,None,0,-69,already_found,already_found,1,4,succeed,succeed,
Jsoup,80b,XmlTreeBuilder.java,91,4,4,None,None,0,-71,already_found,already_found,1,4,succeed,succeed,
Jsoup,81b,DataUtil.java,5,None,None,None,None,29,29,772,17,292,202,succeed,succeed,dead_code_never_executed
Jsoup,81b,DataUtil.java,136,6,8,None,None,0,5,already_found,already_found,292,202,succeed,succeed,
Jsoup,82b,DataUtil.java,157,1,3531,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,83b,CharacterReader.java,254,1,4259,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,83b,TokeniserState.java,150,1,4259,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,83b,TokeniserState.java,554,1,4259,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,83b,TokeniserState.java,579,None,None,None,None,4,None,1,4259,None,None,succeed,pipeline_gap,
Jsoup,84b,W3CDom.java,91,1,1949,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,85b,Attribute.java,44,1,4297,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,85b,Attribute.java,45,1,4297,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,86b,Comment.java,78,6,12,16,676,0,0,already_found,already_found,already_found,already_found,succeed,succeed,
Jsoup,87b,Element.java,140,None,None,None,None,-8,None,1,4315,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,87b,HtmlTreeBuilder.java,315,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilder.java,337,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilder.java,347,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilder.java,355,None,None,None,None,-7,None,1,4315,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,87b,HtmlTreeBuilder.java,378,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilder.java,420,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilder.java,476,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilder.java,517,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilder.java,569,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilder.java,581,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilder.java,618,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilder.java,648,None,None,None,None,15,None,1,4315,None,None,succeed,pipeline_gap,
