project,bug_id,file_name,line_no,rank_best_trace,tie_size_trace,rank_best_slice,tie_size_slice,nearest_line_diff_trace,nearest_line_diff_slice,diff_best_trace,diff_tie_trace,diff_best_slice,diff_tie_slice,diff_reason_trace,diff_reason_slice,unanswerable_reason
Jsoup,87b,HtmlTreeBuilder.java,689,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,315,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,319,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,339,None,None,None,None,-3,None,1,4315,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,87b,HtmlTreeBuilderState.java,353,None,None,None,None,16,None,1,4315,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,87b,HtmlTreeBuilderState.java,372,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,398,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,399,None,None,None,None,-1,None,1,4315,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,87b,HtmlTreeBuilderState.java,402,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,531,None,None,None,None,-1,None,1,4315,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,87b,HtmlTreeBuilderState.java,538,None,None,None,None,-3,None,1,4315,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,87b,HtmlTreeBuilderState.java,574,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,598,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,633,None,None,None,None,22,None,1,4315,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,87b,HtmlTreeBuilderState.java,662,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,675,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,699,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,711,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,721,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,731,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,745,None,None,None,None,5,None,1,4315,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,87b,HtmlTreeBuilderState.java,768,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,772,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,774,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,887,None,None,None,None,-2,None,1,4315,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,87b,HtmlTreeBuilderState.java,897,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,926,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,954,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,1007,None,None,None,None,-28,None,1,4315,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,87b,HtmlTreeBuilderState.java,1017,None,None,None,None,18,None,1,4315,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,1089,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,1173,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,1240,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,1244,None,None,None,None,-2,None,1,4315,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,87b,HtmlTreeBuilderState.java,1246,None,None,None,None,-4,None,1,4315,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,87b,HtmlTreeBuilderState.java,1268,None,None,None,None,-1,None,1,4315,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,1271,None,None,None,None,-4,None,1,4315,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,87b,HtmlTreeBuilderState.java,1276,None,None,None,None,1,None,1,4315,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,1295,None,None,None,None,-1,None,1,4315,None,None,succeed,pipeline_gap,
Jsoup,87b,HtmlTreeBuilderState.java,1383,None,None,None,None,21,None,1,4315,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,87b,HtmlTreeBuilderState.java,1388,None,None,None,None,16,None,1,4315,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,87b,HtmlTreeBuilderState.java,1393,None,None,None,None,11,None,1,4315,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,87b,Tag.java,4,None,None,None,None,10,None,1,4315,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,87b,Tag.java,17,1,4315,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,87b,Tag.java,28,None,None,None,None,-1,None,1,4315,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,87b,Tag.java,43,None,None,None,None,-7,None,1,4315,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,88b,Attribute.java,80,1,4331,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,89b,Attribute.java,88,309,4023,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,89b,Attribute.java,90,309,4023,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,90b,HttpConnection.java,407,1,2047,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,91b,CharacterReader.java,37,None,None,None,None,-2,-3,1126,25,1,147,succeed,succeed,dead_code_never_executed
Jsoup,91b,CharacterReader.java,452,None,None,None,None,-3,-387,1277,3077,1,147,succeed,succeed,dead_code_never_executed
Jsoup,91b,CharacterReader.java,457,None,None,None,None,-8,-392,1277,3077,1,147,succeed,succeed,dead_code_never_executed
Jsoup,91b,CharacterReader.java,458,None,None,None,None,-9,-393,1277,3077,1,147,succeed,succeed,dead_code_never_executed
Jsoup,91b,CharacterReader.java,459,None,None,None,None,-10,-394,1277,3077,1,147,succeed,succeed,dead_code_never_executed
Jsoup,91b,UncheckedIOException.java,10,None,None,None,None,2,2,1277,3077,1,147,succeed,succeed,dead_code_never_executed
Jsoup,92b,Attributes.java,6,None,None,None,None,27,None,1,4390,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,92b,Attributes.java,118,None,None,None,None,1,None,1,4390,None,None,succeed,project_test_scenario,live_line_never_executed
Jsoup,92b,Attributes.java,123,None,None,None,None,-1,None,1,4390,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,92b,Attributes.java,239,None,None,None,None,-6,None,1,4390,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,92b,Attributes.java,397,None,None,None,None,1,None,1,4390,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,92b,HtmlTreeBuilder.java,199,None,None,None,None,3,None,1,4390,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,92b,ParseSettings.java,38,None,None,None,None,6,None,1,4390,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,92b,Token.java,116,1,4390,None,None,0,None,already_found,already_found,None,None,succeed,pipeline_gap,
Jsoup,92b,XmlTreeBuilder.java,78,None,None,None,None,1,None,1,4390,None,None,succeed,project_test_scenario,dead_code_never_executed
Jsoup,93b,FormElement.java,89,None,None,None,None,-43,None,1,4342,None,None,succeed,project_test_scenario,dead_code_never_executed
