statement_id,failed_covered,failed_not_covered,passed_covered,passed_not_covered,ochiai_score
S1,0,4,67,68,0.0
S2,0,4,67,68,0.0
S3,0,4,63,72,0.0
S4,0,4,63,72,0.0
S5,0,4,22,113,0.0
S6,0,4,54,81,0.0
S7,0,4,2,133,0.0
S8,0,4,2,133,0.0
S9,0,4,58,77,0.0
S10,0,4,98,37,0.0
S11,0,4,98,37,0.0
S12,0,4,94,41,0.0
S13,0,4,94,41,0.0
S14,0,4,35,100,0.0
S15,0,4,81,54,0.0
S16,0,4,2,133,0.0
S17,0,4,2,133,0.0
S18,0,4,2,133,0.0
S19,0,4,84,51,0.0
S20,0,4,102,33,0.0
S21,0,4,102,33,0.0
S22,0,4,98,37,0.0
S23,0,4,98,37,0.0
S24,0,4,12,123,0.0
S25,0,4,98,37,0.0
S26,0,4,2,133,0.0
S27,0,4,2,133,0.0
S28,0,4,102,33,0.0
S29,0,4,67,68,0.0
S30,0,4,67,68,0.0
S31,0,4,63,72,0.0
S32,0,4,63,72,0.0
S33,0,4,2,133,0.0
S34,0,4,65,70,0.0
S35,0,4,14,121,0.0
S36,3,1,124,11,0.133103
S37,3,1,124,11,0.133103
S38,3,1,124,11,0.133103
S39,3,1,124,11,0.133103
S40,3,1,124,11,0.133103
S41,0,4,14,121,0.0
S42,0,4,14,121,0.0
S43,0,4,14,121,0.0
S44,0,4,8,127,0.0
S45,0,4,14,121,0.0
S46,0,4,14,121,0.0
S47,0,4,14,121,0.0
S48,0,4,14,121,0.0
S49,0,4,14,121,0.0
S50,0,4,14,121,0.0
S51,0,4,4,131,0.0
S52,0,4,12,123,0.0
S53,0,4,14,121,0.0
S54,0,4,5,130,0.0
S55,0,4,5,130,0.0
S56,0,4,3,132,0.0
S57,0,4,5,130,0.0
S58,0,4,5,130,0.0
S59,0,4,5,130,0.0
S60,0,4,5,130,0.0
S61,0,4,5,130,0.0
S62,0,4,5,130,0.0
S63,0,4,5,130,0.0
S64,0,4,5,130,0.0
S65,0,4,5,130,0.0
S66,0,4,10,125,0.0
S67,0,4,10,125,0.0
S68,0,4,10,125,0.0
S69,0,4,10,125,0.0
S70,0,4,10,125,0.0
S71,0,4,10,125,0.0
S72,0,4,10,125,0.0
S73,0,4,4,131,0.0
S74,0,4,4,131,0.0
S75,0,4,4,131,0.0
S76,0,4,4,131,0.0
S77,0,4,4,131,0.0
S78,0,4,4,131,0.0
S79,0,4,3,132,0.0
S80,0,4,3,132,0.0
S81,0,4,3,132,0.0
S82,0,4,3,132,0.0
S83,0,4,3,132,0.0
S84,0,4,3,132,0.0
S85,0,4,1,134,0.0
S86,0,4,1,134,0.0
S87,0,4,1,134,0.0
S88,0,4,1,134,0.0
S89,0,4,14,121,0.0
S90,3,1,124,11,0.133103
S91,3,1,124,11,0.133103
S92,3,1,124,11,0.133103
S93,3,1,124,11,0.133103
S94,3,1,124,11,0.133103
S95,3,1,124,11,0.133103
S96,3,1,124,11,0.133103
S97,3,1,124,11,0.133103
S98,0,4,14,121,0.0
S99,0,4,12,123,0.0
S100,0,4,12,123,0.0
S101,0,4,12,123,0.0
S102,0,4,12,123,0.0
S103,0,4,12,123,0.0
S104,0,4,12,123,0.0
S105,0,4,12,123,0.0
S106,0,4,12,123,0.0
S107,0,4,19,116,0.0
S108,0,4,19,116,0.0
